keyword	count	label	order	related
complexity embedded	12	noise		
however recent	12	noise		
ilp formulation	12	noise		
control test	12	relevant	1419	control
dynamic nature	12	noise		
migration overhead	12	keyword	2360	overhead
due limited	12	noise		
energy dissipation	12	keyword	1952	energy
imaging application	12	keyword	879	application
computing device	12	relevant	2206	device
rtsj implementation	12	noise		
micro architectural	12			
cross layer	12	noise		
tested real	12	noise		
sharing protocol	12	keyword	2066	protocol
dynamic energy	12	noise		
power efficient	12	relevant	2088	power
specific processor	12	noise		
central processing	12	relevant	1713	processing
evaluation based	12	noise		
bit plane	12	noise		
many challenge	12	noise		
aware application	12	noise		
prediction mode	12	noise		
information exchange	12	noise		
technique significantly	12	noise		
test generation	12	noise		
priority non	12	noise		
ip stack	12			
implement evaluate	12	noise		
design parameter	12	relevant	1368	design
path rtl	12	noise		
average improvement	12	noise		
design challenge	12	noise		
challenge faced	12	noise		
important design	12	noise		
cot middleware	12	noise		
today embedded	12	noise		
application addition	12	noise		
experimentally evaluate	12	noise		
triggered event	12	noise		
level reliability	12	noise		
processing dsp	12	noise		
highly scalable	12	noise		
improvement energy	12	noise		
peer network	12	noise		
realtime embedded	12	keyword	1790	embedded
time le	12	noise		
system automotive	12	noise		
soc architecture	12	relevant	2822	soc
network service	12	noise		
better energy	12	noise		
estimation error	12	noise		
shared library	12	relevant	3446	
core core	12	noise		
performance experimental	12	noise		
management task	12	noise		
video encoding	12	relevant	2139	video
implemented field	12	noise		
platform processor	12	noise		
track trigger	12	noise		
system atlas	12	noise		
rf signal	12	relevant	2314	signal
central trigger	12	noise		
design efficient	12	noise		
chamber tpc	12			
end card	12	noise		
plasma control	12	not-relevant		
digital data	12	noise		
experimental physic	12	noise		
pattern density	12	relevant	2585	pattern
received signal	12	noise		
readout channel	12	noise		
lhc cern	12			
running linux	12	noise		
search pattern	12	relevant	2586	pattern
time average	12	noise		
realtime task	12	relevant	767	task
challenge designing	12	noise		
energy storage	12	keyword	1953	energy
reliability aware	12	keyword	2654	reliability
utilisation bound	12	keyword	2183	bound
interference task	12	noise		
cpu implementation	12	noise		
hardware acceleration	12	keyword	1909	hardware
network latency	12	keyword	1483	network
prior approach	12	noise		
processor type	12	relevant	1589	processor
self optimization	12	noise		
publicly available	12	noise		
shared bus	12	keyword	2684	bus
condition database	12	noise		
trigger logic	12	noise		
chip temperature	12	noise		
computational performance	12	relevant	1286	performance
smart grid	12	relevant	3447	
like self	12	noise		
partition size	12	noise		
speed factor	12	noise		
run control	12	noise		
fast controller	12	noise		
surface detector	12	relevant	2355	detector
capacity augmentation	12	keyword	3448	
range compression	12	noise		
overhead aware	12	keyword	2361	overhead
ack frame	12	noise		
real time system	2029	keyword	66	time
real time application	646	keyword	67	time
hard real time	610	keyword	68	time
real time task	460	relevant	69	time
case execution time	402	noise		
distributed real time	401	noise		
worst case execution	398	keyword	3169	worst case
real time embedded	314	keyword	70	time
real time scheduling	292	keyword	71	time
soft real time	243	keyword	72	time
earliest deadline first	196	keyword	1875	deadline
execution time wcet	187	noise		
data acquisition system	187	keyword	591	system
embedded real time	186	noise		
time embedded system	178	noise		
real time requirement	174	relevant	73	time
real time database	171	keyword	74	time
real time operating	162	noise		
science medium llc	162	noise		
real time data	160	noise		
time operating system	160	noise		
wireless sensor network	155	keyword	1484	network
real time performance	154	relevant	75	time
fixed priority scheduling	146	keyword	1208	scheduling
real time constraint	146	keyword	76	time
quality service qos	143	noise		
programmable gate array	133	relevant	2781	gate
field programmable gate	132	noise		
case response time	129	noise		
real time control	122	keyword	77	time
worst case response	119	noise		
system real time	117	noise		
ltd right reserved	117	noise		
real time software	114	relevant	78	time
real time distributed	113	noise		
real time communication	112	keyword	79	time
response time analysis	110	keyword	80	time
non real time	100	keyword	81	time
real time object	99	keyword	82	time
real time processing	99	relevant	83	time
real time specification	98	relevant	84	time
deadline first edf	95	noise		
based real time	93	noise		
many real time	91	noise		
time specification java	88	noise		
science medium york	87	noise		
gate array fpga	81	noise		
time database system	80	noise		
support real time	80	noise		
real time image	79	keyword	85	time
application real time	78	noise		
analysis real time	76	noise		
end end delay	74	keyword	2302	delay
front end electronics	74	noise		
requirement real time	73	noise		
model real time	73	noise		
real time computing	71	relevant	86	time
design real time	71	noise		
sporadic task system	69	noise		
real time java	69	keyword	87	time
scheduling real time	67	noise		
real time kernel	66	keyword	88	time
dynamic voltage scaling	66	keyword	2029	dynamic
multi core processor	65	noise		
bound worst case	64	noise		
experimental result demonstrate	64	noise		
near real time	63	keyword	89	time
task execution time	61	keyword	90	time
time scheduling algorithm	61	noise		
development real time	61	noise		
experimental result proposed	61	noise		
ad hoc network	61	keyword	1485	network
used real time	60	noise		
implementation real time	60	noise		
mixed criticality system	60	keyword	592	system
real time transaction	59	keyword	91	time
real time implementation	59	relevant	92	time
multi core platform	59	noise		
periodic real time	58	keyword	93	time
critical real time	58	keyword	94	time
worst case performance	58	noise		
cyber physical system	58	keyword	593	system
graphic processing unit	57	relevant	1714	processing
time control system	56	noise		
real time video	55	keyword	95	time
real time program	54	relevant	96	time
digital signal processing	54	noise		
real time environment	53	relevant	97	time
specification java rtsj	53	noise		
performance real time	52	noise		
real time property	52	relevant	98	time
safety critical system	52	keyword	594	system
design space exploration	52	relevant	1369	design
time embedded dre	52	noise		
multiprocessor real time	51	noise		
real time corba	50	keyword	99	time
real time guarantee	50	relevant	100	time
high level trigger	50	noise		
distributed embedded system	49	keyword	595	system
voltage scaling dvs	48	noise		
embedded dre system	48	noise		
safety critical application	47	keyword	880	application
igi global right	47	noise		
global right reserved	47	noise		
real time service	46	keyword	101	time
reduce energy consumption	46	keyword	1954	energy
problem real time	45	noise		
constraint real time	45	noise		
embedded control system	45	noise		
frame per second	45	noise		
complex real time	44	noise		
play important role	44	noise		
high level architecture	44	relevant	3182	high level
high energy physic	43	noise		
time object oriented	42	noise		
real time process	42	keyword	102	time
execution time task	42	noise		
data acquisition daq	42	noise		
algorithm real time	41	noise		
response time task	41	noise		
meet real time	41	noise		
suitable real time	41	noise		
integer linear programming	41	keyword	2405	programming
system chip soc	41	noise		
deadline sporadic task	41	noise		
rate monotonic scheduling	40	keyword	1209	scheduling
periodic task set	40	keyword	768	task
priority ceiling protocol	40	keyword	1987	priority
approach real time	40	noise		
digital signal processor	40	noise		
time real time	39	noise		
time wcet analysis	39	noise		
image processing application	39	keyword	881	application
high efficiency video	39	relevant	2140	video
real time programming	38	relevant	103	time
guarantee real time	38	noise		
provide real time	38	noise		
end end deadline	38	keyword	1876	deadline
object request broker	38	noise		
concurrency control protocol	37	keyword	1420	control
real time scheduler	37	keyword	104	time
time system design	37	noise		
finite state machine	37	keyword	2597	machine
real time thread	37	keyword	105	time
commercial shelf cot	37	relevant	3449	
voltage frequency scaling	37	keyword	2544	frequency
hadron collider lhc	37	not-relevant		
efficiency video coding	37	noise		
pseudo polynomial time	36	keyword	106	time
polynomial time algorithm	36	noise		
time scheduling theory	36	noise		
time system however	36	noise		
multi processor system	36	keyword	596	system
real time traffic	36	keyword	107	time
average case performance	36	keyword	1287	performance
execution time analysis	36	keyword	108	time
low power consumption	36	relevant	2089	power
trigger data acquisition	36	noise		
real time capability	35	noise		
time distributed system	35	noise		
architecture real time	35	noise		
image processing algorithm	35	keyword	949	algorithm
existing real time	35	noise		
control real time	34	noise		
real time message	34	noise		
use real time	34	noise		
simulation result proposed	34	noise		
safety critical real	34	noise		
deadline miss ratio	34	keyword	1877	deadline
non preemptive scheduling	34	keyword	1210	scheduling
service oriented architecture	34	relevant	1734	service
network chip noc	34	relevant	1486	network
fixed priority preemptive	33	noise		
problem np hard	33	noise		
dynamic voltage frequency	33	noise		
first edf scheduling	32	noise		
dynamic real time	32	noise		
discrete event simulation	32	noise		
controller area network	32	keyword	1487	network
java virtual machine	32	relevant	2496	virtual
nand flash memory	32	noise		
deadline first scheduling	31	noise		
local area network	31	keyword	1488	network
propose real time	31	noise		
object oriented design	31	relevant	1370	design
general purpose operating	31	noise		
purpose operating system	31	noise		
present real time	31	noise		
framework real time	31	noise		
preemptive non preemptive	31	noise		
source global change	31	noise		
global change master	31	noise		
change master directory	31	noise		
master directory http	31	noise		
directory http gcmd	31	noise		
time triggered message	31	noise		
triggered message triggered	31	noise		
science medium inc	31	noise		
mobile ad hoc	31	noise		
multi core system	31	keyword	597	system
time system must	30	noise		
real time schedulability	30	noise		
