keyword	count	label 
scheduling algorithm sporadic	5	
mutual exclusion algorithm	5	
time system number	5	
come first served	5	
set independent task	5	
concurrency control method	5	
importance real time	5	
semantics real time	5	
security fault tolerance	5	
extension petri net	5	
high level net	5	
predicate transition net	5	
system particular focus	5	
time application often	5	
failure detection recovery	5	
approach schedulability analysis	5	
high level petri	5	
level petri net	5	
structure real time	5	
data temporal consistency	5	
oriented database model	5	
different part system	5	
language hard real	5	
includes real time	5	
explore real time	5	
time system job	5	
multiprocessor scheduling problem	5	
timing constraint specified	5	
scheduling algorithm algorithm	5	
construct real time	5	
analyzing real time	5	
formal specification language	5	
reliable fault tolerant	5	
execution time propose	5	
real time server	5	
end end scheduling	5	
design hard real	5	
resource required application	5	
system built around	5	
design time analysis	5	
continuous medium system	5	
data item time	5	
computer science research	5	
multi thread based	5	
problem experimental result	5	
algorithm find optimal	5	
rule based expert	5	
based expert system	5	
real time expert	5	
time expert system	5	
bandwidth allocation scheme	5	
time system study	5	
small scale simulation	5	
system general purpose	5	
specialized real time	5	
system model used	5	
time system guarantee	5	
scheduling algorithm schedule	5	
independent number task	5	
specification verification real	5	
time process algebra	5	
called real time	5	
version selection scheme	5	
timing behavior system	5	
allocation real time	5	
recent real time	5	
architecture embedded system	5	
control system built	5	
derive necessary sufficient	5	
associated real time	5	
execute real time	5	
scheduling fault tolerant	5	
time system embedded	5	
np complete problem	5	
database concurrency control	5	
ratio real time	5	
timing constraint associated	5	
data flow architecture	5	
software design tool	5	
behavior distributed real	5	
time system specified	5	
include real time	5	
used wide range	5	
wide range real	5	
design complex real	5	
time system control	5	
strict real time	5	
application timing constraint	5	
considering real time	5	
use object oriented	5	
existing object oriented	5	
today real time	5	
concern real time	5	
provides better performance	5	
particular scheduling algorithm	5	
monitor real time	5	
time system consider	5	
computing system architecture	5	
scheduling algorithm developed	5	
deadline based scheduling	5	
real time priority	5	
discrete time control	5	
inter task communication	5	
task single processor	5	
software life cycle	5	
facility real time	5	
time task dynamic	5	
soft aperiodic request	5	
independently developed real	5	
time application non	5	
efficient run time	5	
support multimedia application	5	
multimedia application real	5	
minimum interarrival time	5	
time program bound	5	
make full use	5	
known worst case	5	
time system distributed	5	
system distributed system	5	
qos based resource	5	
resource allocation model	5	
schedule periodic task	5	
priority multiprocessor scheduling	5	
schedulability periodic task	5	
case instruction cache	5	
instruction cache performance	5	
based data flow	5	
execution path program	5	
algorithm proposed method	5	
time queueing theory	5	
real world problem	5	
scheduling algorithm support	5	
loop scheduling algorithm	5	
time system pose	5	
based static analysis	5	
minimum maximum number	5	
number iteration loop	5	
system life cycle	5	
design support tool	5	
proposed approach evaluated	5	
used front end	5	
front end system	5	
proposed algorithm significantly	5	
execution time code	5	
stringent quality service	5	
application video conferencing	5	
achieve good performance	5	
tight bound worst	5	
case performance analysis	5	
essential real time	5	
verification timing constraint	5	
application structured set	5	
complex distributed system	5	
scheduling task message	5	
use feedback control	5	
control theory approach	5	
apache web server	5	
execution time vary	5	
real time verification	5	
uniform multiprocessor machine	5	
highly variable execution	5	
given periodic task	5	
scheduling task set	5	
work experimental result	5	
experimental result significant	5	
based distributed system	5	
particularly well suited	5	
scheduling algorithm use	5	
admission control based	5	
analysis wcet analysis	5	
tight wcet bound	5	
branch prediction mechanism	5	
compared real time	5	
based timed automaton	5	
timing analysis data	5	
analysis data cache	5	
time system ability	5	
tracking moving object	5	
fixed point arithmetic	5	
accuracy real time	5	
rate based execution	5	
experimental result effectiveness	5	
set top box	5	
time constraint system	5	
input output automaton	5	
reduction execution time	5	
limited number priority	5	
transmission control protocol	5	
time queueing network	5	
scheduling policy different	5	
advantage proposed algorithm	5	
compared previous algorithm	5	
result worst case	5	
scheduling earliest deadline	5	
time implementation algorithm	5	
real time method	5	
object oriented development	5	
fast response time	5	
time wcet bound	5	
dual priority scheduling	5	
context switching overhead	5	
time communication network	5	
system simulation result	5	
designing verifying real	5	
system fixed priority	5	
resource reservation mechanism	5	
wcet analysis java	5	
java byte code	5	
