	title	label
5131	Handbook of research on ubiquitous computing technology for real time enterprises	1
5132	Stochastic analysis of expected schedulability for real-time tasks on a single computing system	0
5134	Opportunistic networks	1
5135	Service discovery	1
5136	Extreme informatics: Toward the de-saturated city	0
5137	An automated mapping of timed functional specification to a precision timed architecture	0
5140	Observability checking to enhance diagnosis of real time electronic systems	0
5141	Fostering communities in urban multi-cultural neighbourhoods: Some methodological reflections	0
5142	Real-time location tracking mashup for enterprise	0
5144	Place making through participatory planning	0
5145	Differentiating instruction to meet the needs of online learners	0
5146	Optimal address register allocation for arrays in DSP applications	0
5147	A visual approach to locative urban information	0
5148	Teaching IT through learning communities in a 3D immersive World: The evolution of online instruction	0
5151	Delivering online asynchronous IT courses to high school students: Challenges and lessons learned	0
5153	Creating an analytical lens for understanding digital networks in urban South Africa	1
5154	Beyond safety concerns:On the practical applications of urban neighbourhood video cameras	0
5155	Multimodal warehouse project	0
5157	On the design and application of an online Web course for distance learning	0
5158	Towards adaptive security for ubiquitous computing systems: MOSQUITO and Serenity	0
5161	Virtual cities for simulating smart urban public spaces	0
5163	Collaborative technology: Improving team cooperation and awareness in distance learning for IT education	0
5165	From social butterfly to urban citizen: The evolution of mobile phone practice	0
5166	Simple low-level real-time threading semantics to enable portability, efficiency, analyzability, and generality	0
5167	Modeling system security rules with time constraints using timed extended finite state machines	0
5168	MDS: Efficient multi-dimensional query processing in data-centric WSNs	1
5169	Motivators and inhibitors of distance learning courses adoption: The case of Spanish students	0
5170	Ontologies for scalable services-based ubiquitous computing	0
5171	Handbook of research on urban informatics: The practice and promise of the real-time city	0
5174	Wireless and mobile communications	1
5176	Teaching information security in a hybrid distance learning setting	0
5178	The figmentum project: Appropriating information and communication technologies to animate our urban fabric	0
5180	Utilising application flexibility in energy aware computing	0
5181	OD-MAC: An on-demand MAC protocol for body sensor networks based on IEEE 802.15.4	1
5182	A run-time environment supporting real-time execution of embedded control applications	0
5183	Vectored read: Exploiting the read performance of hybrid NAND flash	0
5184	Efficient query processing for tracing RFID tags by reordering location identifiers	0
5185	Providing memory QoS guarantees for real-time applications	0
5186	CREAM: A generic build-time component framework for distributed embedded systems	0
5187	Response time analysis of asynchronous periodic and sporadic tasks scheduled by a fixed-priority preemptive algorithm	0
5188	Coexistence of real-time and interactive and batch tasks in DVS systems	0
5190	A framework for extrusion detection using machine learning	0
5191	C++ dynamic cast in autonomous space systems	0
5192	FlexPar: Reconfigurable middleware for parallel environments	0
5194	Software behavior description of real-time embedded systems in component based software development	0
5195	MRBAC: Hierarchical role management and security access control for distributed multimedia systems	0
5196	Responsive fault-tolerant computing in the era of terascale integration - State of art report	4
5198	Scenario based evaluation	1
5200	XML profile for distributed real time systems	3
5201	Push-pull interest management for virtual worlds	3
5228	On-line and post-processing timestamp correspondence for free-running clock nodes, using a network clock	1
5233	New architecture for the RFX-mod machine control system	4
5234	The Level 0 trigger decision unit for the LHCb experiment	0
5235	An approach to the timing analysis of hierarchical systems	0
5236	Readout process & noise elimination firmware for the fermilab beam loss monitor system	0
5237	Efficiently accessing remote resources in distributed real-time systems	1
5238	Preventing network performance interference with ACK-separation queuing mechanism in a home network gateway using an asymmetric link	1
5239	Towards an automated test generation with delayed transitions for timed systems	0
5240	Embedded low complexity JPEG2000 videocoding system	4
5241	Dynamic error recovery in the ATLAS TDAQ system	4
5242	LVDT conditioning on the LHC collimators	0
5243	Performance evaluations and estimations of workload of on-demand updates in soft real-time systems	2
5244	A modular suite for high-definition image processor co-verification	4
5246	Event and pulse node hardware for nuclear fusion experiments	4
5247	The DZERO level 3 DAQ system: Operation and upgrades	0
5248	Distributed versus centralized ATCA computing power	3
5249	The LHCb farm monitoring and control system	3
5250	MSGCROC - A selftriggered ASIC for readout of hybrid gas microstrip neutron detectors for event rates of 108 /s and 2D spatial resolutions <100 μm FWHM	0
5251	High reliability system design experience with the gamma ray large area space telescope	3
